identifier,name,url
Pathway_577b3dcdda1eabe036e92e62865ebb8b,citrulline-nitric oxide cycle,http://pathwaycommons.org/pc12/Pathway_577b3dcdda1eabe036e92e62865ebb8b
Pathway_578bb78616223cb9695baf809c51b106,D-glucuronate degradation I,http://pathwaycommons.org/pc12/Pathway_578bb78616223cb9695baf809c51b106
Pathway_57b0d9ec1912972dc9836dc2dd8ae6ed,phenylethylamine degradation I,http://pathwaycommons.org/pc12/Pathway_57b0d9ec1912972dc9836dc2dd8ae6ed
Pathway_5830030b9042336830e68db5671209d5,N-acetylglucosamine degradation I,http://pathwaycommons.org/pc12/Pathway_5830030b9042336830e68db5671209d5
Pathway_585a29b83f0a5229568754134f83799d,aspartate biosynthesis,http://pathwaycommons.org/pc12/Pathway_585a29b83f0a5229568754134f83799d
Pathway_59060df222f6053e54f9044f802b0728,acyl-CoA hydrolysis,http://pathwaycommons.org/pc12/Pathway_59060df222f6053e54f9044f802b0728
Pathway_595ad948dd3e7dc8e8c87e2c12d1a956,PLC gamma signaling ( PDGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_595ad948dd3e7dc8e8c87e2c12d1a956
Pathway_59696989f2628065214ff41c1c8a3135,KitReceptor,http://pathwaycommons.org/pc12/Pathway_59696989f2628065214ff41c1c8a3135
Pathway_5a41c8e6821a0cfd048acde9610352c5,ATR signaling pathway,http://pathwaycommons.org/pc12/Pathway_5a41c8e6821a0cfd048acde9610352c5
Pathway_5aa2c521308d78e0a00cdaaf31816871,Gene expression of Sprouty1 ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_5aa2c521308d78e0a00cdaaf31816871
Pathway_5ac465ecdde2e81eb0eb24bcb149a660,S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation,http://pathwaycommons.org/pc12/Pathway_5ac465ecdde2e81eb0eb24bcb149a660
Pathway_5b1a20844456682e5dcf3e7d7d379199,Negative feedback regulation of FGF8 signaling by Mkp3 (Mouse) ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_5b1a20844456682e5dcf3e7d7d379199
Pathway_5b5529838ff2327bb58b7e6081710e05,a4b7 Integrin signaling,http://pathwaycommons.org/pc12/Pathway_5b5529838ff2327bb58b7e6081710e05
Pathway_5bde8b0a9ae1b0cd7e248d894301c74f,Signaling with high concentrations of Hh ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_5bde8b0a9ae1b0cd7e248d894301c74f
Pathway_5c06c09f20bd4df8ca93c0891ba2b63d,L-cysteine degradation I,http://pathwaycommons.org/pc12/Pathway_5c06c09f20bd4df8ca93c0891ba2b63d
Pathway_5c1b32f2b8de3950acf4513136f69b28,ATP + dUMP = ADP + dUDP ( Pyrimidine Nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_5c1b32f2b8de3950acf4513136f69b28
Pathway_5cbfdfe010fca166a71c508216452501,Fanconi anemia pathway,http://pathwaycommons.org/pc12/Pathway_5cbfdfe010fca166a71c508216452501
Pathway_5cf9b87066ac265bd3343d1d289a002f,ErbB2/ErbB3 signaling events,http://pathwaycommons.org/pc12/Pathway_5cf9b87066ac265bd3343d1d289a002f
Pathway_5de97d24c12f28c2bb1a264d55d8a0a7,2-Oxo acid + L-Ornithine = L-Amino acid + L-Glutamate 5-semialdehyde ( Arginine and Proline metabolism ),http://pathwaycommons.org/pc12/Pathway_5de97d24c12f28c2bb1a264d55d8a0a7
Pathway_5e0734fce60b7a8165762d43cd2e6943,C-MYB transcription factor network,http://pathwaycommons.org/pc12/Pathway_5e0734fce60b7a8165762d43cd2e6943
Pathway_5e46b638e26e069c83eed17be2849786,Signaling by Aurora kinases,http://pathwaycommons.org/pc12/Pathway_5e46b638e26e069c83eed17be2849786
Pathway_5f6b540fad00f14a5268f101475ba174,"Negative regulation of (G alpha GDP-GTP exchange signaling) ( GPCR signaling (G alpha s, PKA and ERK) )",http://pathwaycommons.org/pc12/Pathway_5f6b540fad00f14a5268f101475ba174
Pathway_5fb8e9adf6c09117af721306d6e61143,proline biosynthesis II (from arginine),http://pathwaycommons.org/pc12/Pathway_5fb8e9adf6c09117af721306d6e61143
Pathway_5fcf6d005d12abd7f6840e7045ec9d74,D-Glucose 6-phosphate = D-Fructose 6-phosphate ( Pentose phosphate cycle ),http://pathwaycommons.org/pc12/Pathway_5fcf6d005d12abd7f6840e7045ec9d74
Pathway_5fd28a1836538662ab3137a968015620,Effects of Botulinum toxin,http://pathwaycommons.org/pc12/Pathway_5fd28a1836538662ab3137a968015620
Pathway_6036e6413528a3c71705af2552dd3177,Inactivation of Ptc by Hh ( Hedgehog signaling pathway ),http://pathwaycommons.org/pc12/Pathway_6036e6413528a3c71705af2552dd3177
Pathway_608f92d5b0ac230366f7f632d4c6a557,androgen biosynthesis,http://pathwaycommons.org/pc12/Pathway_608f92d5b0ac230366f7f632d4c6a557
Pathway_610a139d8cc886352f2906eb59bf5363,Class IB PI3K non-lipid kinase events,http://pathwaycommons.org/pc12/Pathway_610a139d8cc886352f2906eb59bf5363
Pathway_61a359a01101e7719b49c323a70e69c9,lanosterol biosynthesis,http://pathwaycommons.org/pc12/Pathway_61a359a01101e7719b49c323a70e69c9
Pathway_627e5a053e54333fec122b995f250aad,FGF signaling pathway,http://pathwaycommons.org/pc12/Pathway_627e5a053e54333fec122b995f250aad
Pathway_62b7391325709c4ebb0b5391e4e4224c,IKK activation signaling (through PKC beta and CARMA1:BCL10:MALT1) ( B cell receptor signaling ),http://pathwaycommons.org/pc12/Pathway_62b7391325709c4ebb0b5391e4e4224c
Pathway_63741a78718338d21fbe2be7a47d69fb,Syndecan-3-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_63741a78718338d21fbe2be7a47d69fb
Pathway_63dfabf850a0e75a6272f2f31e76cab7,Proteoglycan syndecan-mediated signaling events,http://pathwaycommons.org/pc12/Pathway_63dfabf850a0e75a6272f2f31e76cab7
Pathway_646e3740aa0f25a905ba52fa7ad7baec,lysine degradation II,http://pathwaycommons.org/pc12/Pathway_646e3740aa0f25a905ba52fa7ad7baec
Pathway_64f567ed7e43194710141f22faaa5d6c,5'-Phospho-ribosyl-5-amino-imidazole-4-carboxylic acid = 5'-Phospho-ribosyl-5-amino-imidazole + CO2 ( Purine nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_64f567ed7e43194710141f22faaa5d6c
Pathway_65960d6bb4555d140d9c62751ffa23a5,NAD+ + (S)-Malic acid = NADH + Pyruvic acid + CO2 ( Pyruvate metabolism ),http://pathwaycommons.org/pc12/Pathway_65960d6bb4555d140d9c62751ffa23a5
Pathway_65dcb215944e40802ccd7fe611d05319,tetrapyrrole biosynthesis II,http://pathwaycommons.org/pc12/Pathway_65dcb215944e40802ccd7fe611d05319
Pathway_65f3a6cb265e774034cce0949414e60d,Phenylalanine degradation ( Phenylalanine degradation ),http://pathwaycommons.org/pc12/Pathway_65f3a6cb265e774034cce0949414e60d
Pathway_65f84ba225e3153c49d27e2e28bee286,VEGF and VEGFR signaling network,http://pathwaycommons.org/pc12/Pathway_65f84ba225e3153c49d27e2e28bee286
Pathway_65fc19dc30184ebe037e57014bba58dd,IL5,http://pathwaycommons.org/pc12/Pathway_65fc19dc30184ebe037e57014bba58dd
Pathway_66129844716ffd7bb3a3115003425092,Canonical NF-kappaB pathway,http://pathwaycommons.org/pc12/Pathway_66129844716ffd7bb3a3115003425092
Pathway_664c6fb22a99cd87aba31a65cca3fc9e,urea cycle,http://pathwaycommons.org/pc12/Pathway_664c6fb22a99cd87aba31a65cca3fc9e
Pathway_6654f82a2f2910836fa8a67acd9731cb,alanine biosynthesis III,http://pathwaycommons.org/pc12/Pathway_6654f82a2f2910836fa8a67acd9731cb
Pathway_66bf32f291a55d9dfac73f2741a4012e,Glypican 2 network,http://pathwaycommons.org/pc12/Pathway_66bf32f291a55d9dfac73f2741a4012e
Pathway_66c4fdc47922fcf67b04c22d7e9ba501,TGF beta receptor I degradation signaling ( TGF-beta_super_family_signaling_pathway(canonical) ),http://pathwaycommons.org/pc12/Pathway_66c4fdc47922fcf67b04c22d7e9ba501
Pathway_66d1040becfc6c226375118038f6f08d,Nicotinamide D-ribonucleotide + Pyrophosphate = Nicotinamide + D-5-Phospho-ribosyl 1-diphosphate ( Nicotinate and Nicotinamide metabolism ),http://pathwaycommons.org/pc12/Pathway_66d1040becfc6c226375118038f6f08d
Pathway_66f922d334311144f78ebb4444509a2c,oxidative ethanol degradation III,http://pathwaycommons.org/pc12/Pathway_66f922d334311144f78ebb4444509a2c
Pathway_67201376b84103abf084ccb34ceec17a,(R)-Methyl-malonyl-CoA = Succinyl-CoA ( Propanoate metabolism ),http://pathwaycommons.org/pc12/Pathway_67201376b84103abf084ccb34ceec17a
Pathway_67a7a14df95e425324c4d685e7f96c18,superpathway of cholesterol biosynthesis,http://pathwaycommons.org/pc12/Pathway_67a7a14df95e425324c4d685e7f96c18
Pathway_687ef469c5cd877dcc3c3880d1863930,PDGF receptor signaling network,http://pathwaycommons.org/pc12/Pathway_687ef469c5cd877dcc3c3880d1863930
Pathway_68b4d964522a099cf8079c2bbb58069b,phosphatidylglycerol biosynthesis II (non-plastidic),http://pathwaycommons.org/pc12/Pathway_68b4d964522a099cf8079c2bbb58069b
Pathway_6952e58477de52232b3f466c7ff4f390,PLK1 signaling events,http://pathwaycommons.org/pc12/Pathway_6952e58477de52232b3f466c7ff4f390
Pathway_6988919c4f1e382bfaf77d9830efc472,leukotriene biosynthesis,http://pathwaycommons.org/pc12/Pathway_6988919c4f1e382bfaf77d9830efc472
Pathway_698eb44301926cb59232bbb7e10a2df8,Acetyl-CoA + Dihydro-lipoamide = CoA + 6-S-Acetyl-dihydro-lipoamide ( Pyruvate metabolism ),http://pathwaycommons.org/pc12/Pathway_698eb44301926cb59232bbb7e10a2df8
Pathway_69f8d791d219e27e787a48c4ce1a9861,AKT(PKB)-Bad signaling ( Insulin receptor signaling ),http://pathwaycommons.org/pc12/Pathway_69f8d791d219e27e787a48c4ce1a9861
Pathway_6a0deea157bc147bac01b5f661cd8097,NADP+ + Cholesterol = NADPH + 7-Dehydro-cholesterol ( Steroids metabolism ),http://pathwaycommons.org/pc12/Pathway_6a0deea157bc147bac01b5f661cd8097
Pathway_6a2d3a9d376d174e16ee9eeec25ca5f0,salvage pathways of pyrimidine deoxyribonucleotides,http://pathwaycommons.org/pc12/Pathway_6a2d3a9d376d174e16ee9eeec25ca5f0
Pathway_6ab0266cad37f84a890ec34fd58f76be,5'-Orotidylic acid + Pyrophosphate = Orotic acid + D-5-Phospho-ribosyl 1-diphosphate ( Pentose phosphate cycle ),http://pathwaycommons.org/pc12/Pathway_6ab0266cad37f84a890ec34fd58f76be
Pathway_6ad7888c9428084c0b6b9a3c392dd65b,TCR,http://pathwaycommons.org/pc12/Pathway_6ad7888c9428084c0b6b9a3c392dd65b
Pathway_6af981d93e35af6becb5b293295cc8d6,S1P2 pathway,http://pathwaycommons.org/pc12/Pathway_6af981d93e35af6becb5b293295cc8d6
Pathway_6b14fd4c62e97a8fcc9f3393172a5ff1,Raf activation signaling (through RasGRP) ( CD4 T cell receptor signaling (ERK cascade) ),http://pathwaycommons.org/pc12/Pathway_6b14fd4c62e97a8fcc9f3393172a5ff1
Pathway_6b3cc1b0fdb36f4e839fc9196df328aa,regulation of target gene expression by NF-kB ( IL-1 signaling pathway (through NF-kappaB) ),http://pathwaycommons.org/pc12/Pathway_6b3cc1b0fdb36f4e839fc9196df328aa
Pathway_6bf06355dbaf008a087318e0b63e15f5,AP-1 transcription factor network,http://pathwaycommons.org/pc12/Pathway_6bf06355dbaf008a087318e0b63e15f5
Pathway_6c102c2af0951d4ccae0734693fe8d81,JNK cascade ( Toll-like receptor signaling pathway (through JNK cascade) ),http://pathwaycommons.org/pc12/Pathway_6c102c2af0951d4ccae0734693fe8d81
Pathway_6c4abae27e1cab38ca5fd30b12ec69f0,"NAD+ + 5,10-Methylene-tetrahydro-folic acid = NADH + 5,10-Methenyl-tetrahydro-folic acid ( Folate metabolism )",http://pathwaycommons.org/pc12/Pathway_6c4abae27e1cab38ca5fd30b12ec69f0
Pathway_6d60fe24263646af5c28ff11c3725d29,Class I PI3K signaling events,http://pathwaycommons.org/pc12/Pathway_6d60fe24263646af5c28ff11c3725d29
Pathway_6dfb3fe81c52ec9dac33e8470781701b,L-Glutamine + D-Fructose 6-phosphate = L-Glutamic acid + D-Glucosamine 6-phosphate ( Aminosugars metabolism ),http://pathwaycommons.org/pc12/Pathway_6dfb3fe81c52ec9dac33e8470781701b
Pathway_6e19da5d4d3d26a7134e554ae3fd12ed,fatty acid alpha-oxidation III,http://pathwaycommons.org/pc12/Pathway_6e19da5d4d3d26a7134e554ae3fd12ed
Pathway_6e40e8c69e6929326bf5f1ba362e323b,Prolactin,http://pathwaycommons.org/pc12/Pathway_6e40e8c69e6929326bf5f1ba362e323b
Pathway_6e7a329bcb6ab4d51994629dbb71340b,2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA,http://pathwaycommons.org/pc12/Pathway_6e7a329bcb6ab4d51994629dbb71340b
Pathway_6f0aca1d8f039c0a775171040ef1ec7a,IL-12 signaling pathway(JAK2 TYK2 STAT4) ( IL-12 signaling(JAK2 TYK2 STAT4) ),http://pathwaycommons.org/pc12/Pathway_6f0aca1d8f039c0a775171040ef1ec7a
Pathway_6f8fa42c30306904f19f8df99a6594a7,Glycolysis and Gluconeogenesis ( Glycolysis and Gluconeogenesis ),http://pathwaycommons.org/pc12/Pathway_6f8fa42c30306904f19f8df99a6594a7
Pathway_6fc6e3efde7d6a902d37eae571933bb5,S1P4 pathway,http://pathwaycommons.org/pc12/Pathway_6fc6e3efde7d6a902d37eae571933bb5
Pathway_6fee541d89d2206f5998a26e2a0bf2a5,phenylalanine degradation I (aerobic),http://pathwaycommons.org/pc12/Pathway_6fee541d89d2206f5998a26e2a0bf2a5
Pathway_70bbe0d8c8a8b368ba39096c9e019e3b,Signaling events mediated by focal adhesion kinase,http://pathwaycommons.org/pc12/Pathway_70bbe0d8c8a8b368ba39096c9e019e3b
Pathway_70c261066c48e169936bd1297300520c,AKT(PKB) activation signaling ( Insulin receptor signaling ),http://pathwaycommons.org/pc12/Pathway_70c261066c48e169936bd1297300520c
Pathway_71729133261ad2aa441b290e64c65b8c,Calcium signaling in the CD4+ TCR pathway,http://pathwaycommons.org/pc12/Pathway_71729133261ad2aa441b290e64c65b8c
Pathway_71f782955048bcaa1ed541f6333f8976,IFN gamma signaling pathway(JAK1 JAK2 STAT1) ( IFN gamma signaling(JAK1 JAK2 STAT1) ),http://pathwaycommons.org/pc12/Pathway_71f782955048bcaa1ed541f6333f8976
Pathway_7241604193f2310767cd5e6714828274,AlphaE beta7 integrin cell surface interactions,http://pathwaycommons.org/pc12/Pathway_7241604193f2310767cd5e6714828274
Pathway_7266f23631d9329f78c97c17e31e4a7e,Gene expression of smad6/7 by R-smad:smad4 ( TGF-beta_super_family_signaling_pathway(canonical) ),http://pathwaycommons.org/pc12/Pathway_7266f23631d9329f78c97c17e31e4a7e
Pathway_729a2db02e20028cd42aa07e517e289b,Galactose metabolism ( Galactose metabolism ),http://pathwaycommons.org/pc12/Pathway_729a2db02e20028cd42aa07e517e289b
Pathway_72d13ced92d6e5800e643a8c6a13c017,EphrinA-EPHA pathway,http://pathwaycommons.org/pc12/Pathway_72d13ced92d6e5800e643a8c6a13c017
Pathway_73db6fcd252e7612515308407be3f40c,FOXA2 and FOXA3 transcription factor networks,http://pathwaycommons.org/pc12/Pathway_73db6fcd252e7612515308407be3f40c
Pathway_7418ec0e4147b58ae396eb35a3b977e5,ERK cascade ( PDGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_7418ec0e4147b58ae396eb35a3b977e5
Pathway_744eb4a556969753d0a09bb88f33773a,B cell receptor signaling pathway ( B cell receptor signaling ),http://pathwaycommons.org/pc12/Pathway_744eb4a556969753d0a09bb88f33773a
Pathway_74658ecbb342ba18555fa1cb1bcda2f9,ATP + L-Glutamic acid + NH3 = ADP + L-Glutamine + Orthophosphate ( Arginine and Proline metabolism ),http://pathwaycommons.org/pc12/Pathway_74658ecbb342ba18555fa1cb1bcda2f9
Pathway_74f51e77703cb5f366ba1b8d659522fb,IFN alpha signaling pathway(JAK1 TYK2 STAT1 STAT3) ( IFN alpha signaling(JAK1 TYK2 STAT1 STAT2 STAT3) ),http://pathwaycommons.org/pc12/Pathway_74f51e77703cb5f366ba1b8d659522fb
Pathway_751ce7c7ccec6e191682a33d7252aac8,TGF_beta_Receptor,http://pathwaycommons.org/pc12/Pathway_751ce7c7ccec6e191682a33d7252aac8
Pathway_75894349d88ad2a294f3a873f20c53a7,Gene expression of Mkp3 ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_75894349d88ad2a294f3a873f20c53a7
Pathway_75923265e31310d78baa0541e477f50b,dolichol and dolichyl phosphate biosynthesis,http://pathwaycommons.org/pc12/Pathway_75923265e31310d78baa0541e477f50b
Pathway_75bb37812b9c5f6dfd356822a84b2469,phosphatidylcholine biosynthesis I,http://pathwaycommons.org/pc12/Pathway_75bb37812b9c5f6dfd356822a84b2469
Pathway_75da0fdc79a0e15db8f07a62fdca2993,"regulation of target gene expression by AP-1 ( Toll-like receptor signaling pathway (through ECSIT, MEKK1, MKKs, JNK cascade) )",http://pathwaycommons.org/pc12/Pathway_75da0fdc79a0e15db8f07a62fdca2993
Pathway_75e235810c8b7fa1648b839571b52c7e,GDP-L-fucose biosynthesis I (from GDP-D-mannose),http://pathwaycommons.org/pc12/Pathway_75e235810c8b7fa1648b839571b52c7e
Pathway_75fd1b3c3bfe374aef986707f4b36461,D-Fructose 1-phosphate = Dihydroxy-acetone phosphate + D-Glyceraldehyde ( Fructose and Mannose metabolism ),http://pathwaycommons.org/pc12/Pathway_75fd1b3c3bfe374aef986707f4b36461
Pathway_7622476f808cea7ad07f5108774412eb,IKK activation signaling (through PKC theta and CARMA1:BCL10:MALT1) ( CD4 T cell receptor signaling ),http://pathwaycommons.org/pc12/Pathway_7622476f808cea7ad07f5108774412eb
Pathway_764084272c2336f67434f9e7a80b6c55,Degradation of beta catenin,http://pathwaycommons.org/pc12/Pathway_764084272c2336f67434f9e7a80b6c55
Pathway_76509352dbc74fd6d74a63db3ad7c456,D-Glycerate 2-phosphate = Phosphoenol-pyruvic acid + H2O ( Glycolysis and Gluconeogenesis ),http://pathwaycommons.org/pc12/Pathway_76509352dbc74fd6d74a63db3ad7c456
Pathway_773c9e83286b847dcbbd47920f6c9319,dolichyl-diphosphooligosaccharide biosynthesis,http://pathwaycommons.org/pc12/Pathway_773c9e83286b847dcbbd47920f6c9319
Pathway_7753c6b1f927fe8b99ffc399e7fa41d3,mTOR signaling pathway,http://pathwaycommons.org/pc12/Pathway_7753c6b1f927fe8b99ffc399e7fa41d3
Pathway_7828a0cde358f529ddc040f5c7eb6361,chondroitin sulfate degradation (metazoa),http://pathwaycommons.org/pc12/Pathway_7828a0cde358f529ddc040f5c7eb6361
Pathway_793d9f0c3fccf260a407ec0d44320ea7,FGF8 signaling pathway(Xenopus) ( FGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_793d9f0c3fccf260a407ec0d44320ea7
Pathway_7a8fc860da700426b1421ecc523b5087,Integrin-linked kinase signaling,http://pathwaycommons.org/pc12/Pathway_7a8fc860da700426b1421ecc523b5087
Pathway_7ac6de17ac4e11e6001aa6a17f4c4650,purine nucleotides de novo biosynthesis II,http://pathwaycommons.org/pc12/Pathway_7ac6de17ac4e11e6001aa6a17f4c4650
Pathway_7c540a9dfc95d373ee6ff0ed637bbc51,adenine and adenosine salvage VI,http://pathwaycommons.org/pc12/Pathway_7c540a9dfc95d373ee6ff0ed637bbc51
Pathway_7cc8bf15807a7ccc38f35808eb930431,Thromboxane A2 receptor signaling,http://pathwaycommons.org/pc12/Pathway_7cc8bf15807a7ccc38f35808eb930431
Pathway_7d1c0737a664a973d64477312359896d,Direct p53 effectors,http://pathwaycommons.org/pc12/Pathway_7d1c0737a664a973d64477312359896d
Pathway_7d3b9fc81643bc2078aec9165f8a39c1,ATP + Creatine = ADP + N-Phospho-creatine ( Arginine and Proline metabolism ),http://pathwaycommons.org/pc12/Pathway_7d3b9fc81643bc2078aec9165f8a39c1
Pathway_7dab2599530a7fee9e427b3f21de7cf2,Signaling with Wnt (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_7dab2599530a7fee9e427b3f21de7cf2
Pathway_7dfc115113bdda3ebc452f866ee82ee6,L-dopa degradation,http://pathwaycommons.org/pc12/Pathway_7dfc115113bdda3ebc452f866ee82ee6
Pathway_7e3d96a6180fbbec92a13672caac6d73,Alpha-synuclein signaling,http://pathwaycommons.org/pc12/Pathway_7e3d96a6180fbbec92a13672caac6d73
Pathway_7eb48812dd4c09a7c0e2add08c5856b0,Hedgehog signaling events mediated by Gli proteins,http://pathwaycommons.org/pc12/Pathway_7eb48812dd4c09a7c0e2add08c5856b0
Pathway_7ec7f7d3cea4ff67be6cc69d22be5879,IL1,http://pathwaycommons.org/pc12/Pathway_7ec7f7d3cea4ff67be6cc69d22be5879
Pathway_8008ee27cbffd367eb33130892e9e90b,UTP + D-Glucose 1-phosphate = Pyrophosphate + UDP-D-glucose ( Galactose metabolism ),http://pathwaycommons.org/pc12/Pathway_8008ee27cbffd367eb33130892e9e90b
Pathway_8033d77e8fae9ebfc8d76bc00cfe0d8e,uridine-5'-phosphate biosynthesis,http://pathwaycommons.org/pc12/Pathway_8033d77e8fae9ebfc8d76bc00cfe0d8e
Pathway_8066745d7182ff6a56ff0debdb139894,FOXM1 transcription factor network,http://pathwaycommons.org/pc12/Pathway_8066745d7182ff6a56ff0debdb139894
Pathway_80ae3e48f12078310db2aa5a20288dad,PKA activation signaling ( GPCR Dopamine D1like receptor signaling pathway ),http://pathwaycommons.org/pc12/Pathway_80ae3e48f12078310db2aa5a20288dad
Pathway_80b5ab15f2a13370ed574ff740cbc2a4,Alternative NF-kappaB pathway,http://pathwaycommons.org/pc12/Pathway_80b5ab15f2a13370ed574ff740cbc2a4
Pathway_80b775e37815fb34423ae5900a041723,inosine-5'-phosphate biosynthesis II,http://pathwaycommons.org/pc12/Pathway_80b775e37815fb34423ae5900a041723
Pathway_80cd37cf6b0b4caa16cee4de3f1fdea0,RANKL,http://pathwaycommons.org/pc12/Pathway_80cd37cf6b0b4caa16cee4de3f1fdea0
Pathway_811fb31f4e303ab2475c77cb60e81f35,Insulin Pathway,http://pathwaycommons.org/pc12/Pathway_811fb31f4e303ab2475c77cb60e81f35
Pathway_8188f6851882ba398271d33d39ae7867,"T cell receptor signaling (PLC gamma, PKC, Ras and ERK cascade) ( CD4 T cell receptor signaling (ERK cascade) )",http://pathwaycommons.org/pc12/Pathway_8188f6851882ba398271d33d39ae7867
Pathway_819fc41447fd8157290d15ad1c496297,AKT(PKB)-Bad signaling ( EPO signaling pathway(JAK2 STAT1 STAT3 STAT5) ),http://pathwaycommons.org/pc12/Pathway_819fc41447fd8157290d15ad1c496297
Pathway_81ec6b761a77f4f0084cb7720d51f237,IL2 signaling events mediated by STAT5,http://pathwaycommons.org/pc12/Pathway_81ec6b761a77f4f0084cb7720d51f237
Pathway_8275c24071fa5879d99c9361cc7a9c96,mitochondrial L-carnitine shuttle pathway,http://pathwaycommons.org/pc12/Pathway_8275c24071fa5879d99c9361cc7a9c96
Pathway_82f8d3d7b2ef57d8f1a9562d2644c55c,thyroid hormone biosynthesis,http://pathwaycommons.org/pc12/Pathway_82f8d3d7b2ef57d8f1a9562d2644c55c
Pathway_839210e3b96b0640d9505b9bdda41752,IL-6 signaling pathway(JAK1 JAK2 STAT3) ( IL-6 signaling(JAK1 JAK2 STAT3) ),http://pathwaycommons.org/pc12/Pathway_839210e3b96b0640d9505b9bdda41752
Pathway_83e4671adb01cfb44fff0698c995ada7,ATP + GMP = ADP + GDP ( Purine nucleotides and Nucleosides metabolism ),http://pathwaycommons.org/pc12/Pathway_83e4671adb01cfb44fff0698c995ada7
Pathway_84971651a14b9323250908c43d04c32b,Leptin,http://pathwaycommons.org/pc12/Pathway_84971651a14b9323250908c43d04c32b
Pathway_84d709ae09bd80a2b2fbd55bec705c56,IL4,http://pathwaycommons.org/pc12/Pathway_84d709ae09bd80a2b2fbd55bec705c56
Pathway_85933488e776511f709e4b45533df252,D-Mannose 1-phosphate = D-Mannose 6-phosphate ( Fructose and Mannose metabolism ),http://pathwaycommons.org/pc12/Pathway_85933488e776511f709e4b45533df252
Pathway_85abbb0cc8c4087e8d2bfb54a50a0057,L-2-Amino-adipic acid + 2-Oxo-glutaric acid = 2-Oxo-adipic acid + L-Glutamic acid ( Lysine degradation ),http://pathwaycommons.org/pc12/Pathway_85abbb0cc8c4087e8d2bfb54a50a0057
Pathway_85aebceeb7b098456f3bd7201af546bd,p38 signaling mediated by MAPKAP kinases,http://pathwaycommons.org/pc12/Pathway_85aebceeb7b098456f3bd7201af546bd
Pathway_875a0947d2120f29586c1fffe9081242,Endothelins,http://pathwaycommons.org/pc12/Pathway_875a0947d2120f29586c1fffe9081242
Pathway_88087992827d46fc68f41b2c7a73b51c,PDGF signaling pathway ( PDGF signaling pathway ),http://pathwaycommons.org/pc12/Pathway_88087992827d46fc68f41b2c7a73b51c
Pathway_8830a6dcef3dcb821c6c1dc9dd5ac920,glycerol degradation I,http://pathwaycommons.org/pc12/Pathway_8830a6dcef3dcb821c6c1dc9dd5ac920
Pathway_88723f8b0b5eb3ee59da59f37dc4fe2a,ErbB4 signaling events,http://pathwaycommons.org/pc12/Pathway_88723f8b0b5eb3ee59da59f37dc4fe2a
Pathway_88e37e81265df3829ecd8b95076b1050,"D-myo-inositol (1,4,5)-trisphosphate degradation",http://pathwaycommons.org/pc12/Pathway_88e37e81265df3829ecd8b95076b1050
Pathway_8965b14b9b7d6cf8153898f601f348fa,ALK1 signaling events,http://pathwaycommons.org/pc12/Pathway_8965b14b9b7d6cf8153898f601f348fa
Pathway_8a29b58a72dc53e3759cb397a1b06838,Caspase8 activation signaling ( Fas signaling pathway ),http://pathwaycommons.org/pc12/Pathway_8a29b58a72dc53e3759cb397a1b06838
Pathway_8a4e924387c8d45585e81dc83d17890a,IFN alpha signaling pathway(JAK1 TYK2 STAT3) ( IFN alpha signaling(JAK1 TYK2 STAT1 STAT2 STAT3) ),http://pathwaycommons.org/pc12/Pathway_8a4e924387c8d45585e81dc83d17890a
Pathway_8a7972870d46040277193146bf1dd4cc,acetyl-CoA biosynthesis III (from citrate),http://pathwaycommons.org/pc12/Pathway_8a7972870d46040277193146bf1dd4cc
Pathway_8a824df103b983a15fa192cf87d82d2e,all-trans-decaprenyl diphosphate biosynthesis,http://pathwaycommons.org/pc12/Pathway_8a824df103b983a15fa192cf87d82d2e
Pathway_8ad2c8cecb4fac65dc4514e6f13c81ab,IKK-NFkB cascade ( TNFR1 signaling pathway ),http://pathwaycommons.org/pc12/Pathway_8ad2c8cecb4fac65dc4514e6f13c81ab
Pathway_8bf51cc98baf025e124a288448a064f3,Signaling events mediated by HDAC Class III,http://pathwaycommons.org/pc12/Pathway_8bf51cc98baf025e124a288448a064f3
Pathway_8c0e13de7beb65eb05998b21c10a63ef,Beta catenin degradation signaling (Xenopus) ( Xenopus axis formation Wnt signaling pathway Diagram ),http://pathwaycommons.org/pc12/Pathway_8c0e13de7beb65eb05998b21c10a63ef
Pathway_8c3637cb6f168b1adb085ae9c7add859,NAD+ + Dihydro-lipoamide = NADH + Lipoamide ( Citrate cycle ),http://pathwaycommons.org/pc12/Pathway_8c3637cb6f168b1adb085ae9c7add859
